Name,State,Phone Number,Location,Full Address,Opening hours,Pin,"Name, State,Pin"
McDonald's,Whitney,"<a href=""tel:+1 254-694-1114"" rel=""nofollow"">+1 254-694-1114</a>","<a href=""https://www.google.com/maps?cid=2389438447587162825"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1317 N Brazos St, Whitney, TX 76692",Fri : 6am-11pm <br> Sat : 6am-11pm <br> Sun : 6am-10pm <br> Mon : 6am-10pm <br> Tue : 6am-10pm <br> Wed : 6am-10pm <br> Thu : 6am-10pm,TX 76692,"McDonald's, Whitney, TX 76692"
McDonald's,San Antonio,"<a href=""tel:+1 nan"" rel=""nofollow"">+1 nan</a>","<a href=""https://www.google.com/maps?cid=8772827061686578361"" target=""_blank"" rel=""nofollow"">Get Directions</a>","8107 TX-1604 Loop, San Antonio, TX 78254",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 78254,"McDonald's, San Antonio, TX 78254"
McDonald's,Fort Worth,"<a href=""tel:+1 817-292-5620"" rel=""nofollow"">+1 817-292-5620</a>","<a href=""https://www.google.com/maps?cid=3692644082476944758"" target=""_blank"" rel=""nofollow"">Get Directions</a>","3500 Altamesa Blvd, Fort Worth, TX 76133",Fri : 4 : 30am-12am <br> Sat : open 24 hours <br> Sun : 4am-12am <br> Mon : 4 : 30am-12am <br> Tue : 4 : 30am-12am <br> Wed : 4 : 30am-12am <br> Thu : 4 : 30am-12am,TX 76133,"McDonald's, Fort Worth, TX 76133"
McDonald's,Southlake,"<a href=""tel:+1 817-329-8959"" rel=""nofollow"">+1 817-329-8959</a>","<a href=""https://www.google.com/maps?cid=13743743196261237825"" target=""_blank"" rel=""nofollow"">Get Directions</a>","225 Kimball Pk, Southlake, TX 76092",Fri : 5am-12am <br> Sat : open 24 hours <br> Sun : 4am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 76092,"McDonald's, Southlake, TX 76092"
McDonald's,Decatur,"<a href=""tel:+1 940-627-5950"" rel=""nofollow"">+1 940-627-5950</a>","<a href=""https://www.google.com/maps?cid=2505898735693115978"" target=""_blank"" rel=""nofollow"">Get Directions</a>","908 Hwy 380, Decatur, TX 76234",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 76234,"McDonald's, Decatur, TX 76234"
McDonald's,Fort Worth,"<a href=""tel:+1 817-413-0059"" rel=""nofollow"">+1 817-413-0059</a>","<a href=""https://www.google.com/maps?cid=9797049674739783586"" target=""_blank"" rel=""nofollow"">Get Directions</a>","3000 E Berry St, Fort Worth, TX 76119",Fri : 5am-12am <br> Sat : open 24 hours <br> Sun : 4am-1am <br> Mon : 5am-1am <br> Tue : 5am-1am <br> Wed : 5am-1am <br> Thu : 5am-1am,TX 76119,"McDonald's, Fort Worth, TX 76119"
McDonald's,Bastrop,"<a href=""tel:+1 512-321-1591"" rel=""nofollow"">+1 512-321-1591</a>","<a href=""https://www.google.com/maps?cid=1640714797515594584"" target=""_blank"" rel=""nofollow"">Get Directions</a>","496 State Hwy 71 W, Bastrop, TX 78602",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 78602,"McDonald's, Bastrop, TX 78602"
McDonald's,Fort Worth,"<a href=""tel:+1 817-439-8023"" rel=""nofollow"">+1 817-439-8023</a>","<a href=""https://www.google.com/maps?cid=3333932178535326317"" target=""_blank"" rel=""nofollow"">Get Directions</a>","13124 US-287, Fort Worth, TX 76052",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 76052,"McDonald's, Fort Worth, TX 76052"
McDonald's,Grand Prairie,"<a href=""tel:+1 972-237-9654"" rel=""nofollow"">+1 972-237-9654</a>","<a href=""https://www.google.com/maps?cid=11439457113868483381"" target=""_blank"" rel=""nofollow"">Get Directions</a>","102 W Hwy 303, Grand Prairie, TX 75051",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75051,"McDonald's, Grand Prairie, TX 75051"
McDonald's,Lacy Lakeview,"<a href=""tel:+1 254-867-0404"" rel=""nofollow"">+1 254-867-0404</a>","<a href=""https://www.google.com/maps?cid=12391767148974723157"" target=""_blank"" rel=""nofollow"">Get Directions</a>","4503 I-35, Lacy Lakeview, TX 76705",Fri : 5am-11pm <br> Sat : 5am-11pm <br> Sun : 5am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 76705,"McDonald's, Lacy Lakeview, TX 76705"
McDonald's,Royse City,"<a href=""tel:+1 972-635-6880"" rel=""nofollow"">+1 972-635-6880</a>","<a href=""https://www.google.com/maps?cid=12090054932225332209"" target=""_blank"" rel=""nofollow"">Get Directions</a>","200 I-30 Frontage Rd, Royse City, TX 75189",Fri : 4 : 30am-1am <br> Sat : 5 : 30am-1am <br> Sun : 5 : 30am-1am <br> Mon : 4 : 30am-1am <br> Tue : 4 : 30am-1am <br> Wed : 4 : 30am-1am <br> Thu : 4 : 30am-1am,TX 75189,"McDonald's, Royse City, TX 75189"
McDonald's,Bedford,"<a href=""tel:+1 817-399-0097"" rel=""nofollow"">+1 817-399-0097</a>","<a href=""https://www.google.com/maps?cid=11629412427437106153"" target=""_blank"" rel=""nofollow"">Get Directions</a>","3350 Harwood Rd, Bedford, TX 76021",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 76021,"McDonald's, Bedford, TX 76021"
McDonald's,Allen,"<a href=""tel:+1 972-727-2701"" rel=""nofollow"">+1 972-727-2701</a>","<a href=""https://www.google.com/maps?cid=3184598461857161322"" target=""_blank"" rel=""nofollow"">Get Directions</a>","104 Central Expy S, Allen, TX 75002",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75002,"McDonald's, Allen, TX 75002"
McDonald's,Seminole,"<a href=""tel:+1 432-758-2992"" rel=""nofollow"">+1 432-758-2992</a>","<a href=""https://www.google.com/maps?cid=15377267440662076351"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1001 Hobbs Hwy, Seminole, TX 79360",Fri : 4am-12am <br> Sat : 4am-12am <br> Sun : 4am-11pm <br> Mon : 4am-11pm <br> Tue : 4am-11pm <br> Wed : 4am-11pm <br> Thu : 4am-11pm,TX 79360,"McDonald's, Seminole, TX 79360"
McDonald's,Sherman,"<a href=""tel:+1 903-893-5927"" rel=""nofollow"">+1 903-893-5927</a>","<a href=""https://www.google.com/maps?cid=12892634366907097373"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2217 Texoma Pkwy N, Sherman, TX 75090",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75090,"McDonald's, Sherman, TX 75090"
McDonald's,Gilmer,"<a href=""tel:+1 903-843-5276"" rel=""nofollow"">+1 903-843-5276</a>","<a href=""https://www.google.com/maps?cid=2503899733183100394"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1700 N Wood St, Gilmer, TX 75644",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 6am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 75644,"McDonald's, Gilmer, TX 75644"
McDonald's,Buffalo,"<a href=""tel:+1 903-322-1010"" rel=""nofollow"">+1 903-322-1010</a>","<a href=""https://www.google.com/maps?cid=8554399321339305997"" target=""_blank"" rel=""nofollow"">Get Directions</a>","441 S Craigs Drive, Buffalo, TX 75831",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75831,"McDonald's, Buffalo, TX 75831"
McDonald's,Lake Jackson,"<a href=""tel:+1 979-299-3008"" rel=""nofollow"">+1 979-299-3008</a>","<a href=""https://www.google.com/maps?cid=1107812690151112160"" target=""_blank"" rel=""nofollow"">Get Directions</a>","118 TX-332 W, Lake Jackson, TX 77566",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 77566,"McDonald's, Lake Jackson, TX 77566"
McDonald's,Hearne,"<a href=""tel:+1 979-279-9877"" rel=""nofollow"">+1 979-279-9877</a>","<a href=""https://www.google.com/maps?cid=17614786300529616949"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1425 N Market St, Hearne, TX 77859",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 77859,"McDonald's, Hearne, TX 77859"
McDonald's,Santa Fe,"<a href=""tel:+1 409-925-1974"" rel=""nofollow"">+1 409-925-1974</a>","<a href=""https://www.google.com/maps?cid=8281985152244767648"" target=""_blank"" rel=""nofollow"">Get Directions</a>","12400 Hwy 6, Santa Fe, TX 77510",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 77510,"McDonald's, Santa Fe, TX 77510"
McDonald's,Dallas,"<a href=""tel:+1 214-372-5981"" rel=""nofollow"">+1 214-372-5981</a>","<a href=""https://www.google.com/maps?cid=1503088553772390734"" target=""_blank"" rel=""nofollow"">Get Directions</a>","125 W Camp Wisdom Rd, Dallas, TX 75232",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75232,"McDonald's, Dallas, TX 75232"
McDonald's,Arlington,"<a href=""tel:+1 817-274-2755"" rel=""nofollow"">+1 817-274-2755</a>","<a href=""https://www.google.com/maps?cid=18371304700495234521"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2575 E Arkansas Ln, Arlington, TX 76010",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 76010,"McDonald's, Arlington, TX 76010"
McDonald's,Cedar Creek,"<a href=""tel:+1 512-247-9993"" rel=""nofollow"">+1 512-247-9993</a>","<a href=""https://www.google.com/maps?cid=7486958583892311500"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2850 E Hwy 71 West, Cedar Creek, TX 78612",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 78612,"McDonald's, Cedar Creek, TX 78612"
McDonald's,Grand Prairie,"<a href=""tel:+1 972-641-7323"" rel=""nofollow"">+1 972-641-7323</a>","<a href=""https://www.google.com/maps?cid=7257417367800783279"" target=""_blank"" rel=""nofollow"">Get Directions</a>","3902 S Great SW Pkwy, Grand Prairie, TX 75052",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75052,"McDonald's, Grand Prairie, TX 75052"
McDonald's,Comfort,"<a href=""tel:+1 830-995-5621"" rel=""nofollow"">+1 830-995-5621</a>","<a href=""https://www.google.com/maps?cid=12512418367327391615"" target=""_blank"" rel=""nofollow"">Get Directions</a>","43 US Hwy 87, Comfort, TX 78013",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 78013,"McDonald's, Comfort, TX 78013"
McDonald's,Wills Point,"<a href=""tel:+1 903-873-2564"" rel=""nofollow"">+1 903-873-2564</a>","<a href=""https://www.google.com/maps?cid=5784227766835526505"" target=""_blank"" rel=""nofollow"">Get Directions</a>","136 E South Commerce St, Wills Point, TX 75169",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 6am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 75169,"McDonald's, Wills Point, TX 75169"
McDonald's,Hurst,"<a href=""tel:+1 817-284-4572"" rel=""nofollow"">+1 817-284-4572</a>","<a href=""https://www.google.com/maps?cid=15087375089509068474"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1401 W Pipeline Rd, Hurst, TX 76053",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 76053,"McDonald's, Hurst, TX 76053"
McDonald's,Snyder,"<a href=""tel:+1 325-574-2100"" rel=""nofollow"">+1 325-574-2100</a>","<a href=""https://www.google.com/maps?cid=5035734153550260246"" target=""_blank"" rel=""nofollow"">Get Directions</a>","3414 College Ave, Snyder, TX 79549",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 79549,"McDonald's, Snyder, TX 79549"
McDonald's,New Braunfels,"<a href=""tel:+1 830-620-1112"" rel=""nofollow"">+1 830-620-1112</a>","<a href=""https://www.google.com/maps?cid=17160838574269450492"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1761 TX-46 W, New Braunfels, TX 78132",Fri : 6am-12am <br> Sat : 6am-12am <br> Sun : 6am-11pm <br> Mon : 6am-11pm <br> Tue : 6am-11pm <br> Wed : 6am-11pm <br> Thu : 6am-11pm,TX 78132,"McDonald's, New Braunfels, TX 78132"
McDonald's,Bridgeport,"<a href=""tel:+1 940-683-0165"" rel=""nofollow"">+1 940-683-0165</a>","<a href=""https://www.google.com/maps?cid=16228132514890863975"" target=""_blank"" rel=""nofollow"">Get Directions</a>","501 US Hwy 380, Bridgeport, TX 76426",Fri : 4am-1am <br> Sat : 4am-1am <br> Sun : 4am-12am <br> Mon : 4am-12am <br> Tue : 4am-12am <br> Wed : 4am-12am <br> Thu : 4am-12am,TX 76426,"McDonald's, Bridgeport, TX 76426"
McDonald's,Alpine,"<a href=""tel:+1 432-837-3640"" rel=""nofollow"">+1 432-837-3640</a>","<a href=""https://www.google.com/maps?cid=2226096929596871615"" target=""_blank"" rel=""nofollow"">Get Directions</a>","900 E Ave East, Alpine, TX 79830",Fri : 6am-1am <br> Sat : 6am-1am <br> Sun : 6am-1am <br> Mon : 6am-1am <br> Tue : 6am-1am <br> Wed : 6am-1am <br> Thu : 6am-1am,TX 79830,"McDonald's, Alpine, TX 79830"
McDonald's,Fort Worth,"<a href=""tel:+1 817-451-9966"" rel=""nofollow"">+1 817-451-9966</a>","<a href=""https://www.google.com/maps?cid=16309061805652674926"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2250 E Loop 820, Fort Worth, TX 76112",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 76112,"McDonald's, Fort Worth, TX 76112"
McDonald's,Pantego,"<a href=""tel:+1 817-261-3748"" rel=""nofollow"">+1 817-261-3748</a>","<a href=""https://www.google.com/maps?cid=14819826562838240087"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2422 W Pioneer Pkwy, Pantego, TX 76013",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 76013,"McDonald's, Pantego, TX 76013"
McDonald's,Converse,"<a href=""tel:+1 210-659-7513"" rel=""nofollow"">+1 210-659-7513</a>","<a href=""https://www.google.com/maps?cid=10249854153197747432"" target=""_blank"" rel=""nofollow"">Get Directions</a>","7975 Kitty Hawk Rd, Converse, TX 78109",Fri : 5am-1am <br> Sat : 5am-1am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 78109,"McDonald's, Converse, TX 78109"
McDonald's,Breckenridge,"<a href=""tel:+1 254-559-3313"" rel=""nofollow"">+1 254-559-3313</a>","<a href=""https://www.google.com/maps?cid=12481863764105071889"" target=""_blank"" rel=""nofollow"">Get Directions</a>","3726 W Walker St, Breckenridge, TX 76424",Fri : 5am-1am <br> Sat : 5am-1am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 76424,"McDonald's, Breckenridge, TX 76424"
McDonald's,Big Spring,"<a href=""tel:+1 432-264-7730"" rel=""nofollow"">+1 432-264-7730</a>","<a href=""https://www.google.com/maps?cid=7631907614317915359"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2600 S Gregg St, Big Spring, TX 79720",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 79720,"McDonald's, Big Spring, TX 79720"
McDonald's,Haltom City,"<a href=""tel:+1 817-222-9009"" rel=""nofollow"">+1 817-222-9009</a>","<a href=""https://www.google.com/maps?cid=5904192070613205135"" target=""_blank"" rel=""nofollow"">Get Directions</a>","5641 E Belknap St, Haltom City, TX 76117",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 76117,"McDonald's, Haltom City, TX 76117"
McDonald's,Hallsville,"<a href=""tel:+1 903-668-4650"" rel=""nofollow"">+1 903-668-4650</a>","<a href=""https://www.google.com/maps?cid=2521099077593771529"" target=""_blank"" rel=""nofollow"">Get Directions</a>","404 W Main St, Hallsville, TX 75650",Fri : 6am-11pm <br> Sat : 6am-11pm <br> Sun : 7am-10pm <br> Mon : 6am-11pm <br> Tue : 6am-11pm <br> Wed : 6am-11pm <br> Thu : 6am-11pm,TX 75650,"McDonald's, Hallsville, TX 75650"
McDonald's,Cedar Hill,"<a href=""tel:+1 972-291-7881"" rel=""nofollow"">+1 972-291-7881</a>","<a href=""https://www.google.com/maps?cid=10633146440894609911"" target=""_blank"" rel=""nofollow"">Get Directions</a>","201 FM1382, Cedar Hill, TX 75104",Fri : 5am-11pm <br> Sat : 6am-11pm <br> Sun : 6am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 75104,"McDonald's, Cedar Hill, TX 75104"
McDonald's,Alvarado,"<a href=""tel:+1 817-790-5721"" rel=""nofollow"">+1 817-790-5721</a>","<a href=""https://www.google.com/maps?cid=15701662355647994632"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1200 Hwy 67 W, Alvarado, TX 76009",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 76009,"McDonald's, Alvarado, TX 76009"
McDonald's,Robinson,"<a href=""tel:+1 254-662-9565"" rel=""nofollow"">+1 254-662-9565</a>","<a href=""https://www.google.com/maps?cid=888835218609509211"" target=""_blank"" rel=""nofollow"">Get Directions</a>","7961 I-35, Robinson, TX 76706",Fri : 5am-11pm <br> Sat : 5am-11pm <br> Sun : 5am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 76706,"McDonald's, Robinson, TX 76706"
McDonald's,Three Rivers,"<a href=""tel:+1 361-786-1020"" rel=""nofollow"">+1 361-786-1020</a>","<a href=""https://www.google.com/maps?cid=2645302163979447951"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2645 Hwy 37 S, Three Rivers, TX 78071",Fri : 5am-12am <br> Sat : open 24 hours <br> Sun : 4am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 78071,"McDonald's, Three Rivers, TX 78071"
McDonald's,Irving,"<a href=""tel:+1 972-986-0131"" rel=""nofollow"">+1 972-986-0131</a>","<a href=""https://www.google.com/maps?cid=1416660812944739331"" target=""_blank"" rel=""nofollow"">Get Directions</a>","4202 W Airport Fwy, Irving, TX 75062",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75062,"McDonald's, Irving, TX 75062"
McDonald's,Plano,"<a href=""tel:+1 972-618-8925"" rel=""nofollow"">+1 972-618-8925</a>","<a href=""https://www.google.com/maps?cid=2533656472636821028"" target=""_blank"" rel=""nofollow"">Get Directions</a>","3957 Legacy Dr, Plano, TX 75023",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 75023,"McDonald's, Plano, TX 75023"
McDonald's,Houston,"<a href=""tel:+1 713-960-1733"" rel=""nofollow"">+1 713-960-1733</a>","<a href=""https://www.google.com/maps?cid=1962938444966044390"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1405 Post Oak Blvd, Houston, TX 77056",Fri : 4am-11pm <br> Sat : 4am-11pm <br> Sun : 4am-11pm <br> Mon : 4am-11pm <br> Tue : 4am-11pm <br> Wed : 4am-11pm <br> Thu : 4am-11pm,TX 77056,"McDonald's, Houston, TX 77056"
McDonald's,Kermit,"<a href=""tel:+1 432-586-2735"" rel=""nofollow"">+1 432-586-2735</a>","<a href=""https://www.google.com/maps?cid=5180093038294224432"" target=""_blank"" rel=""nofollow"">Get Directions</a>","902 TX-302, Kermit, TX 79745",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 79745,"McDonald's, Kermit, TX 79745"
McDonald's,Longview,"<a href=""tel:+1 nan"" rel=""nofollow"">+1 nan</a>","<a href=""https://www.google.com/maps?cid=94877151739217021"" target=""_blank"" rel=""nofollow"">Get Directions</a>","3118 Estes Pkwy, Longview, TX 75602",Fri : 5am-1am <br> Sat : 5am-1am <br> Sun : 6am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 75602,"McDonald's, Longview, TX 75602"
McDonald's,Plano,"<a href=""tel:+1 972-758-0282"" rel=""nofollow"">+1 972-758-0282</a>","<a href=""https://www.google.com/maps?cid=2346255660545165117"" target=""_blank"" rel=""nofollow"">Get Directions</a>","216 Coit Rd, Plano, TX 75075",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75075,"McDonald's, Plano, TX 75075"
McDonald's,Plano,"<a href=""tel:+1 972-517-7095"" rel=""nofollow"">+1 972-517-7095</a>","<a href=""https://www.google.com/maps?cid=9856292964531322364"" target=""_blank"" rel=""nofollow"">Get Directions</a>","701 W Spring Creek Pkwy, Plano, TX 75023",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75023,"McDonald's, Plano, TX 75023"
McDonald's,Farmers Branch,"<a href=""tel:+1 972-458-1952"" rel=""nofollow"">+1 972-458-1952</a>","<a href=""https://www.google.com/maps?cid=10654160212171265365"" target=""_blank"" rel=""nofollow"">Get Directions</a>","13950 Midway Rd, Farmers Branch, TX 75234",Fri : 5am-1am <br> Sat : 5am-1am <br> Sun : 5am-1am <br> Mon : 5am-1am <br> Tue : 5am-1am <br> Wed : 5am-1am <br> Thu : 5am-1am,TX 75234,"McDonald's, Farmers Branch, TX 75234"
McDonald's,Baytown,"<a href=""tel:+1 281-576-5977"" rel=""nofollow"">+1 281-576-5977</a>","<a href=""https://www.google.com/maps?cid=12405511348880397098"" target=""_blank"" rel=""nofollow"">Get Directions</a>","8910 N Hwy 146, Baytown, TX 77520",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 77520,"McDonald's, Baytown, TX 77520"
McDonald's,Big Spring,"<a href=""tel:+1 432-264-7552"" rel=""nofollow"">+1 432-264-7552</a>","<a href=""https://www.google.com/maps?cid=17144209959863691739"" target=""_blank"" rel=""nofollow"">Get Directions</a>","706 I-20, Big Spring, TX 79720",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 79720,"McDonald's, Big Spring, TX 79720"
McDonald's,San Angelo,"<a href=""tel:+1 325-949-7787"" rel=""nofollow"">+1 325-949-7787</a>","<a href=""https://www.google.com/maps?cid=4199530412959187055"" target=""_blank"" rel=""nofollow"">Get Directions</a>","4330 Southwest Blvd, San Angelo, TX 76901",Fri : 4am-2am <br> Sat : 4am-2am <br> Sun : 4am-1am <br> Mon : 4am-1am <br> Tue : 4am-1am <br> Wed : 4am-1am <br> Thu : 4am-1am,TX 76901,"McDonald's, San Angelo, TX 76901"
McDonald's,Fort Worth,"<a href=""tel:+1 817-237-7245"" rel=""nofollow"">+1 817-237-7245</a>","<a href=""https://www.google.com/maps?cid=1392736191782225270"" target=""_blank"" rel=""nofollow"">Get Directions</a>","6356 Jacksboro Hwy, Fort Worth, TX 76135",Fri : 5am-12am <br> Sat : open 24 hours <br> Sun : 4am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 76135,"McDonald's, Fort Worth, TX 76135"
McDonald's,Fredericksburg,"<a href=""tel:+1 830-997-7600"" rel=""nofollow"">+1 830-997-7600</a>","<a href=""https://www.google.com/maps?cid=7223012715521876010"" target=""_blank"" rel=""nofollow"">Get Directions</a>","611 E Main St, Fredericksburg, TX 78624",Fri : 6am-10pm <br> Sat : 6am-10pm <br> Sun : 6am-10pm <br> Mon : 6am-10pm <br> Tue : 6am-10pm <br> Wed : 6am-10pm <br> Thu : 6am-10pm,TX 78624,"McDonald's, Fredericksburg, TX 78624"
